season,player_id,player_name,nationality,batting_type,bowling_type,matches,total_runs,total_balls_faced,total_wickets,total_overs,total_runs_conceded,total_mvp,mvp_std,batting_avg,true_strike_rate,bowling_avg,economy,consistency_score,cluster_label,pca_1,pca_2
2022/23,8802,Codi Yusuf,South Africa,Right-hand bat,Right-arm medium,3,14,15,2,10.2,102,40.3272,3.405209726287061,4.666666666666667,93.33333333333331,51.0,10.0,29.36676681851165,4,-0.6571315383366001,0.32579317503908994
2022/23,8805,Ottneil Baartman,South Africa,Right-hand bat,Right-arm medium-fast,6,0,0,12,20.0,203,228.5833333333333,13.031843123103702,0.0,0.0,16.916666666666668,10.15,7.67351164799655,0,-2.345029263007168,-0.1512658870635678
2022/23,8808,Shane Dadswell,South Africa,Right-hand bat,Right-arm Fast,7,78,79,0,0.0,0,141.9974,15.48232419103122,11.142857142857142,98.73417721518987,inf,0.0,6.458978559429027,2,0.8174685641854108,0.7419827327771128
2022/23,19316,Maheesh Theekshana,Sri Lanka,Right-hand bat,Right-arm offbreak,7,0,0,7,27.0,186,166.16666666666669,30.2286590075846,0.0,0.0,26.571428571428573,6.888888888888889,3.308118960054075,0,-1.8799642320999068,0.24103543106871822
2022/23,19530,Shahnawaz Dhani,Pakistan,Right-hand bat,Right-arm medium,3,0,0,2,9.0,67,45.16666666666667,16.289339845205287,0.0,0.0,33.5,7.444444444444445,6.138984203797225,0,-1.8089760744038388,0.41670237907195967
2022/23,20702,Tristan Stubbs,South Africa,Right-hand bat,Right-arm offbreak,14,213,161,0,0.0,0,415.9672,23.18432027422892,15.214285714285714,132.29813664596273,inf,0.0,4.31325994539324,2,1.345936678502364,0.42033897198809644
2022/23,25213,Dewald Brevis,South Africa,Right-hand bat,Right-arm Leg-Break,10,235,200,1,2.0,18,417.6182,44.0316273139307,23.5,117.5,18.0,9.0,2.271094803901605,1,0.1282793348561382,-1.2809503065556573
2022/23,26728,Jordan Hermann,South Africa,Left-hand bat,Right-arm offbreak,8,184,163,0,0.0,0,278.666,38.45648314876737,23.0,112.88343558282207,inf,0.0,2.600341784066785,2,1.5994014731457884,0.40687445516915355
2022/23,38855,Mohammad Saifuddin,Bangladesh,Left-hand bat,Right-arm medium-fast,2,4,6,2,7.5,90,31.40714285714285,37.966583386994834,2.0,66.66666666666666,45.0,12.0,2.6338951540805287,0,-1.287816735915833,-0.14535654983836965
2023,8,Mahendra Singh Dhoni,India,Right-hand bat,Right-arm medium,14,104,57,0,0.0,0,349.681,24.718644486542704,7.428571428571429,182.4561403508772,inf,0.0,4.045529278696568,2,1.372484162163117,0.1957263783103277
2023,23,Piyush Chawla,India,Left-hand bat,Right-arm Leg-Break,23,42,34,26,88.0,704,599.7915,21.545386496108364,1.826086956521739,123.52941176470588,27.07692307692308,8.0,4.641364870296595,1,-0.7567770679254513,-0.6645472841120439
2023,27,Christopher Gayle,West Indies,Left-hand bat,Right-arm offbreak,5,79,87,0,0.0,0,100.8569,36.8585455903648,15.8,90.80459770114942,inf,0.0,2.7130750385913496,2,1.0062036150690936,0.6674409136033492
2023,28,Ishant Sharma,India,Right-hand bat,Right-arm fast-medium,11,1,1,14,35.1,267,291.88709677419354,19.02567126218519,0.0909090909090909,100.0,19.071428571428573,7.6068376068376065,5.25605633682722,1,-1.1732959247713957,-0.6395990027851399
2023,46,Jegadeesh Arunkumar,India,Right-hand bat,Right-arm offbreak,1,0,2,0,2.0,43,-4.5,,0.0,0.0,inf,21.5,0.0,4,-2.5603074071490104,0.017658066476348714
2023,47,Virat Kohli,India,Right-hand bat,Right-arm medium,14,639,457,0,0.0,0,1123.7585,62.107669109744805,45.642857142857146,139.8249452954048,inf,0.0,1.6101071161324556,2,3.0827347950031627,-0.13505251862676385
2023,66,Yusuf Pathan,India,Right-hand bat,Right-arm offbreak,7,60,54,1,5.0,52,141.08509999999998,20.55630994207768,8.571428571428571,111.11111111111111,52.0,10.4,4.86468633143662,4,-0.26520642435984504,-0.23091926229071988
2023,88,Faf du Plessis,South Africa,Right-hand bat,Right-arm Leg-Break,24,888,605,0,0.0,0,1610.9754,50.127250691061896,37.0,146.77685950413223,inf,0.0,1.994922893663323,2,2.671918291700711,-0.04459548211858023
2023,89,Steven Croft,England,Right-hand bat,Right-arm offbreak,11,345,236,0,0.0,0,624.1571,60.870322263519576,31.363636363636363,146.18644067796612,inf,0.0,1.64283671059076,2,2.358679054481883,0.0398149305793681
2023,103,Liam Plunkett,England,Right-hand bat,Right-arm Fast,8,13,17,10,25.1,202,228.3399870967742,23.629340949194766,1.625,76.47058823529412,20.2,8.047808764940239,4.232026623806779,1,-1.318544752239071,-0.5218320735051057
2023,107,Mohammad Hafeez,Pakistan,Right-hand bat,Right-arm offbreak,7,135,90,0,8.0,64,229.5888,45.52737980937039,19.285714285714285,150.0,inf,8.0,2.196480456786976,4,1.0291497387514714,-0.33787649847376455
2023,109,Wriddhiman Saha,India,Right-hand bat,Right-arm medium,19,416,336,0,0.0,0,737.2782,40.86855888954332,21.894736842105264,123.8095238095238,inf,0.0,2.4468687596808345,2,1.6376457380797715,0.34749975196876803
2023,126,Rohit Sharma,India,Right-hand bat,Right-arm offbreak,16,332,250,0,0.0,0,566.8447,36.88190436381991,20.75,132.8,inf,0.0,2.7113567405184518,2,1.6556787575807959,0.3081971509276622
2023,138,Bharat Chipli,India,Right-hand bat,Right-arm medium,1,1,4,0,0.0,0,0.25,,1.0,25.0,inf,0.0,0.0,0,-0.39301324108897145,1.296075265943794
2023,142,Shikhar Dhawan,India,Left-hand bat,Right-arm offbreak,11,373,261,0,0.0,0,649.5233,57.00847310914564,33.90909090909091,142.911877394636,inf,0.0,1.7541252123793052,2,2.468284923113452,0.024901398798028874
2023,143,Dinesh Karthik,India,Right-hand bat,Right-arm offbreak,16,203,148,0,0.0,0,438.8174,24.3150568970991,12.6875,137.16216216216216,inf,0.0,4.112678017707228,2,1.251810467720604,0.42285979821778946
2023,147,Pradeep Sangwan,India,Right-hand bat,Left-arm medium-fast,2,0,1,1,4.0,43,31.5,16.617009357883866,0.0,0.0,43.0,10.75,6.017930052651469,0,-1.9291746053045338,0.42334229510659666
2023,152,Ravindra Jadeja,India,Left-hand bat,Slow left-arm orthodox,18,213,149,22,62.5,484,873.2054666666667,26.902354895052877,11.833333333333334,142.95302013422818,22.0,7.744,3.717146710394085,1,-0.10099806979338428,-1.0695984771737186
2023,156,Shahid Afridi,Pakistan,Right-hand bat,Right-arm Leg-Break,4,62,47,4,9.5,51,211.2737,16.570290110591507,15.5,131.91489361702128,12.75,5.368421052631579,6.034897357414481,1,0.04000740517167281,-1.080996140201289
2023,158,Amit Mishra,India,Right-hand bat,Right-arm Leg-Break,10,22,35,9,25.4,205,174.65412857142857,23.897769458371265,2.2,62.85714285714285,22.77777777777778,8.070866141732283,4.184490949006562,0,-1.3656998120430541,-0.377538706214916
2023,161,Dwayne Bravo,West Indies,Right-hand bat,Right-arm medium,20,188,141,21,58.5,469,862.0486666666667,43.9294812795016,9.4,133.33333333333331,22.33333333333333,8.017094017094017,2.2763756158136577,1,-0.33681934424189436,-0.9999419588735092
2023,164,Dhawal Kulkarni,India,Right-hand bat,Right-arm medium-fast,7,0,0,5,23.3,180,105.73484848484848,24.130548525496195,0.0,0.0,36.0,7.725321888412017,4.14412461011156,0,-1.786084907000621,0.42851935386805823
2023,167,Ajinkya Rahane,India,Right-hand bat,Right-arm medium,18,476,308,0,0.0,0,976.979,55.56741334260669,26.444444444444443,154.54545454545453,inf,0.0,1.7996158896841132,2,2.1646353733822896,0.060591748390145125
2023,169,Robin Uthappa,India,Right-hand bat,Right-arm medium,9,218,170,0,0.0,0,404.1628,49.30409634446659,24.22222222222222,128.23529411764707,inf,0.0,2.028229040064802,2,1.80550814949652,0.27575562578387125
2023,172,Shoaib Malik,Pakistan,Right-hand bat,Right-arm offbreak,30,697,554,8,24.8,195,1288.538815151515,46.80725240756589,23.23333333333333,125.81227436823104,24.375,7.862903225806451,2.136421064181842,1,0.40255882453338665,-1.1011802648268776
2023,175,RR Raje,India,Right-hand bat,Right-arm fast-medium,2,7,7,0,2.0,24,-5.0,2.1213203435596424,3.5,100.0,inf,12.0,47.14045207910317,4,-0.7011287636043902,0.6551424637517413
2023,183,Saurabh Tiwary,India,Left-hand bat,Right-arm offbreak,1,25,21,0,0.0,0,41.7625,,25.0,119.04761904761904,inf,0.0,0.0,2,1.7681525322234455,0.29502262275924096
2023,198,Manish Pandey,India,Right-hand bat,Right-arm medium,25,595,429,0,0.0,0,1134.259,44.23536386497422,23.8,138.69463869463868,inf,0.0,2.26063473345091,2,1.8763658985489589,0.21503541462083242
2023,207,Iqbal Abdulla,India,Left-hand bat,Slow left-arm orthodox,3,6,4,2,6.0,71,35.666666666666664,11.60619247228408,2.0,150.0,35.5,11.833333333333334,8.616090094904324,1,-0.7002740456958934,-0.8392452520054421
2023,217,Ben Cutting,Australia,Right-hand bat,Right-arm medium-fast,7,99,71,3,4.0,41,267.28763333333336,31.2609791056107,14.142857142857142,139.43661971830986,13.666666666666666,10.25,3.198876134434704,1,-0.37447141825628,-1.464093336057255
2023,220,David Warner,Australia,Left-hand bat,Right-arm Leg-Break,14,516,392,0,0.0,0,854.6863000000001,42.33202353747336,36.85714285714285,131.6326530612245,inf,0.0,2.362277813425988,2,2.5270410005183983,0.0655597086145004
2023,223,Steven Smith,Australia,Right-hand bat,Right-arm Leg-Break,2,71,57,0,0.0,0,107.5141,39.87311499500635,35.5,124.56140350877196,inf,0.0,2.50795554880836,2,2.3888179789183863,0.136243039505493
2023,224,Moises Henriques,Australia,Right-hand bat,Right-arm fast-medium,6,125,115,5,11.3,86,234.9279641025641,32.385115002980136,20.83333333333333,108.69565217391305,17.2,7.610619469026548,3.08783834767293,1,0.00946723909975913,-1.09349550718329
2023,232,Tom Cooper,Australia,Right-hand bat,Right-arm offbreak,6,31,24,0,3.5,41,57.1179,19.13625286891349,5.166666666666667,129.16666666666669,inf,11.714285714285714,5.225683454593571,4,-0.26164836449912154,-0.18851095322152803
2023,250,Aaron Finch,Australia,Right-hand bat,Slow left-arm orthodox,5,68,77,0,0.0,0,87.9807,12.559420846440332,13.6,88.31168831168831,inf,0.0,7.962150581835357,2,0.8557993689667092,0.798001192862489
2023,274,Martin Guptill,New Zealand,Right-hand bat,Right-arm offbreak,20,561,424,0,0.0,0,1014.582,67.12458830182479,28.05,132.31132075471697,inf,0.0,1.4897670515363368,2,2.052485862588412,0.18170596124539437
2023,278,Tim Southee,New Zealand,Right-hand bat,Right-arm medium-fast,17,51,40,19,61.7,501,593.8644928698752,28.351020272120877,3.0,127.5,26.36842105263158,8.119935170178282,3.5272099219066035,1,-0.6783314071566625,-0.7518467082326832
2023,286,Kane Richardson,Australia,Right-hand bat,Right-arm fast-medium,8,1,2,10,26.5,295,199.60474308300397,13.235196117299797,0.125,50.0,29.5,11.132075471698114,7.555611500859399,0,-1.7485699778851977,-0.25064743824364616
2023,295,Wayne Parnell,South Africa,Left-hand bat,Left-arm medium-fast,25,29,34,35,89.6,839,759.6636096310194,30.171402512957524,1.16,85.29411764705883,23.97142857142857,9.363839285714286,3.3143968019734458,1,-1.3112384679869213,-0.5853041446901299
2023,305,Ravichandran Ashwin,India,Right-hand bat,Right-arm offbreak,17,73,67,18,65.0,482,513.8743,23.609219391585142,4.294117647058823,108.95522388059702,26.77777777777778,7.415384615384616,4.23563347611748,1,-0.7065668292306431,-0.5773820385055514
2023,314,Ravi Bopara,England,Right-hand bat,Right-arm medium,15,315,234,8,38.5,305,659.1948666666667,52.48190558884938,21.0,134.6153846153846,38.125,7.922077922077922,1.9054186176739476,1,0.600581686129518,-0.7964794697368563
2023,323,Jaskaran Singh,India,Right-hand bat,Right-arm medium,5,4,16,3,10.1,81,57.14502195121951,11.877373324030405,0.8,25.0,27.0,8.01980198019802,8.419369945851507,0,-1.7097567584294928,0.07157745809291421
2023,331,Mashrafe Mortaza,Bangladesh,Right-hand bat,Right-arm fast-medium,13,83,67,12,36.3,280,373.6334476190476,28.728955785301796,6.384615384615385,123.88059701492536,23.33333333333333,7.713498622589532,3.4808087264752468,1,-0.544254014705435,-0.826519753025123
2023,332,Angelo Mathews,Sri Lanka,Right-hand bat,Right-arm medium,11,210,157,7,19.0,131,488.8405,25.737253846007707,19.09090909090909,133.75796178343947,18.714285714285715,6.894736842105263,3.885418413259025,1,0.228823050185203,-1.1382905578453566
2023,344,Sheldon Jackson,India,Right-hand bat,None,7,143,129,0,0.0,0,232.2001,34.6025197323286,20.428571428571427,110.85271317829456,inf,0.0,2.8899629499111747,2,1.4399683937061958,0.4641711093328395
2023,360,Bhuvneshwar Kumar,India,Right-hand bat,Right-arm medium,28,104,87,42,104.3,724,1169.746315151515,39.54448793540557,3.7142857142857135,119.54022988505749,17.238095238095237,6.941514860977948,2.528797443612021,1,-0.7693041854030856,-0.8682909701755464
2023,361,Kotarangada Appanna,India,Right-hand bat,Slow left-arm orthodox,6,0,0,2,14.0,133,1.4166666666666643,13.602125718948274,0.0,0.0,66.5,9.5,7.351792070315614,0,-1.4013984929216057,1.106032343927414
2023,365,Rajesh Bishnoi,India,Right-hand bat,Slow left-arm orthodox,5,15,19,2,15.0,122,43.92583333333334,9.668151976406293,3.0,78.94736842105263,61.0,8.133333333333333,10.34323831938465,4,-0.5081217474452017,0.5303092595918331
2023,366,Gaurav Dhiman,India,Right-hand bat,Right-arm fast-medium,3,43,42,1,1.0,10,65.91510000000001,24.73595841826227,14.333333333333334,102.38095238095238,10.0,10.0,4.04269761086642,1,-0.7429193048114527,-1.2766844748912496
2023,370,Arun Karthik,India,Right-hand bat,Right-arm Leg-Break,11,308,188,0,0.0,0,635.8237,57.465324074808166,28.0,163.82978723404256,inf,0.0,1.7401798669023485,2,2.3335435679330168,-0.02675314989641062
2023,376,Ravikant Shukla,India,Left-hand bat,Right-arm medium,3,55,31,0,0.0,0,120.14,48.132593253774864,18.33333333333333,177.4193548387097,inf,0.0,2.0775942711575666,2,1.9266137703506119,0.033697722828327094
2023,392,Chidhambaram Gautam,India,Right-hand bat,Right-arm offbreak,1,37,31,0,0.0,0,57.1595,,37.0,119.35483870967742,inf,0.0,0.0,2,2.42756358709889,0.11027433511130433
2023,393,Kedar Jadhav,India,Right-hand bat,Right-arm offbreak,10,284,198,1,2.0,14,573.7465,56.35127208650415,28.4,143.43434343434342,14.0,7.0,1.7745828318922634,1,0.7349992842753306,-1.5006312015116634
2023,395,Karn Sharma,India,Left-hand bat,Right-arm Leg-Break,14,54,39,13,45.3,424,331.0498487179487,27.327731566031765,3.857142857142857,138.46153846153845,32.61538461538461,9.3598233995585,3.6592865294497954,1,-0.5299868018296153,-0.767864244462424
2023,403,Umesh Yadav,India,Right-hand bat,Right-arm fast-medium,10,31,25,5,26.0,255,142.63313333333332,29.00345052869859,3.1,124.0,51.0,9.807692307692308,3.447865622093865,4,-0.4122483657191959,-0.24067461144777705
2023,466,Peter Siddle,Australia,Right-hand bat,Right-arm medium-fast,7,5,5,7,22.5,204,124.52166350411132,19.448008723896404,0.7142857142857143,100.0,29.142857142857142,9.066666666666666,5.141914600085856,1,-1.0871702571395396,-0.5027428235518007
2023,467,Ahmed Shehzad,Pakistan,Right-hand bat,Right-arm Leg-Break,3,23,27,0,0.0,0,35.52,10.989643095205595,7.666666666666667,85.18518518518519,inf,0.0,9.099476582968064,2,0.5013049854439124,0.9268369500828441
2023,470,Mohammad Amir,Pakistan,Left-hand bat,Left-arm Fast,28,8,13,39,101.6,700,942.4923242424244,27.50375688185986,0.2857142857142857,61.53846153846154,17.94871794871795,6.889763779527559,3.635866926454514,0,-1.4641781275439134,-0.38614381630682426
2023,479,Adil Rashid,England,Right-hand bat,Right-arm Leg-Break,14,32,29,16,52.0,376,415.756,18.321579121037832,2.2857142857142856,110.34482758620688,23.5,7.230769230769231,5.458044819137591,1,-0.8480691110715703,-0.6054782617962128
2023,487,Isuru Udana,Sri Lanka,Right-hand bat,Left-arm medium-fast,14,85,77,12,44.0,369,392.3944,26.134189444669797,6.071428571428571,110.3896103896104,30.75,8.386363636363637,3.826405261648378,1,-0.6100326913514937,-0.5888658283676315
2023,492,Andre Fletcher,West Indies,Right-hand bat,Right-arm Leg-Break,20,593,459,1,1.0,20,992.0587,40.36392772417464,29.65,129.19389978213508,20.0,20.0,2.4774595942036703,1,-0.3598580019528978,-2.149650910773808
2023,494,Kieron Pollard,West Indies,Right-hand bat,Right-arm medium,35,977,568,10,28.0,245,2341.0302,50.39429682743947,27.914285714285715,172.00704225352112,24.5,8.75,1.9843515297459304,1,0.9997549649257897,-1.544289368565398
2023,497,Tamim Iqbal,Bangladesh,Left-hand bat,Right-arm offbreak,10,302,247,0,0.0,0,481.5965,53.17867197128417,30.2,122.2672064777328,inf,0.0,1.880453127035568,2,2.079020138410942,0.22284060776144582
2023,499,Shakib Al Hasan,Bangladesh,Left-hand bat,Slow left-arm orthodox,37,824,548,38,132.4,834,2409.5398588235294,52.598418085002606,22.27027027027027,150.36496350364962,21.94736842105263,6.299093655589124,1.901197861851914,1,0.6654324640212734,-1.2093264820304954
2023,502,Rubel Hossain,Bangladesh,Right-hand bat,Right-arm medium-fast,8,0,1,14,29.4,253,282.8774509803921,28.570474450663173,0.0,0.0,18.071428571428573,8.60544217687075,3.500116883697002,0,-2.182817896903502,-0.08160524435909862
2023,505,Mushfiqur Rahim,Bangladesh,Right-hand bat,Right-arm medium,15,357,269,0,0.0,0,652.4291,37.54984787717839,23.8,132.71375464684013,inf,0.0,2.6631266344164564,2,1.8218668808331446,0.26161399180418976
2023,506,Mohammad Mithun,Bangladesh,Right-hand bat,Right-arm offbreak,11,233,212,0,0.0,0,419.1849,35.8585301310809,21.181818181818183,109.90566037735849,inf,0.0,2.7887367283168016,2,1.4727935241228856,0.4575592490784125
2023,507,Mohammad Mahmudullah,Bangladesh,Right-hand bat,Right-arm offbreak,11,208,151,0,2.0,21,321.83590000000004,26.13890468709256,18.90909090909091,137.7483443708609,inf,10.5,3.825715009756327,4,0.6763041475865018,-0.3945027013969481
2023,524,Rajagopal Sathish,India,Right-hand bat,Right-arm medium,2,0,2,0,0.0,0,16.0,11.31370849898476,0.0,0.0,inf,0.0,8.838834764831843,0,-0.6858253519313118,1.6153647771301196
2023,535,Ambati Rayudu,India,Right-hand bat,Right-arm offbreak,16,205,153,0,0.0,0,367.9404,19.765721386970256,12.8125,133.98692810457516,inf,0.0,5.059263866074775,2,1.2286636004811482,0.45688611921782774
2023,548,Farhad Reza,Bangladesh,Right-hand bat,Right-arm fast-medium,1,21,9,0,3.0,36,43.999300000000005,,21.0,233.33333333333331,inf,12.0,0.0,4,1.5262971724070937,-1.2329436900152493
2023,571,Parvez Aziz,India,Left-hand bat,Slow left-arm orthodox,5,31,28,2,2.0,3,127.8136,24.780723940030484,6.2,110.71428571428572,1.5,1.5,4.035394617284009,1,-0.5186447016423907,-0.8398658578615841
2023,680,Joe Denly,England,Right-hand bat,Right-arm Leg-Break,20,487,364,1,15.5,163,760.5218666666667,50.94771830339699,24.35,133.7912087912088,163.0,10.516129032258064,1.9627964378010705,4,2.780351876537969,2.0500092281965694
2023,691,Samit Patel,England,Right-hand bat,Slow left-arm orthodox,15,155,138,13,50.5,453,456.7915504065041,29.726454622080983,10.333333333333334,112.31884057971016,34.84615384615385,8.970297029702971,3.3640069517647566,1,-0.33681544299561483,-0.6129544337622274
2023,695,Luke Fletcher,England,Right-hand bat,Right-arm medium-fast,1,0,0,0,2.4,20,-4.333333333333334,,0.0,0.0,inf,8.333333333333334,0.0,0,-1.4045879896536544,0.9133746801918504
2023,698,Adam Lyth,England,Left-hand bat,Right-arm offbreak,14,250,206,0,0.0,0,455.4433,51.03389559252387,17.857142857142858,121.35922330097088,inf,0.0,1.9594820038517569,2,1.3953181399388535,0.4180766820121975
2023,722,Liam Dawson,England,Right-hand bat,Slow left-arm orthodox,22,208,138,17,59.0,462,777.8355,40.90351935346199,9.454545454545457,150.72463768115944,27.176470588235293,7.830508474576271,2.4447774074368547,1,-0.0743555139191727,-0.9840910507839015
2023,724,Imran Tahir,South Africa,Right-hand bat,Right-arm Leg-Break,24,14,6,30,86.5,597,725.11119257087,23.140877266388024,0.5833333333333334,233.33333333333331,19.9,6.901734104046243,4.321357347383255,1,0.1337541538446556,-1.4943173714285294
2023,728,Dawid Malan,England,Left-hand bat,Right-arm Leg-Break,28,797,612,0,0.0,0,1332.6233,56.76951716278558,28.464285714285715,130.22875816993465,inf,0.0,1.7615087285884743,2,2.055989736304583,0.19362933266076607
2023,750,Thisara Perera,Sri Lanka,Left-hand bat,Right-arm medium-fast,22,255,173,5,35.5,313,592.8943666666667,27.183381324548428,11.590909090909092,147.39884393063585,62.6,8.816901408450704,3.678718214120524,4,0.5572685371240731,-0.1722114267652327
2023,768,Reeza Hendricks,South Africa,Right-hand bat,Right-arm offbreak,9,330,210,1,1.0,13,694.0431,70.62170682934531,36.66666666666666,157.14285714285714,13.0,13.0,1.415995229931871,1,0.7669281361730295,-2.1573530199194706
2023,772,Rilee Rossouw,South Africa,Left-hand bat,Right-arm offbreak,28,863,524,0,0.0,0,1800.3464,76.51329144428637,30.821428571428573,164.6946564885496,inf,0.0,1.3069624651138636,2,2.496352377306361,-0.08216947941620546
2023,773,Shadley Van Schalkwyk,South Africa,Left-hand bat,Right-arm medium,4,31,36,4,13.5,119,122.01749047619047,30.394302461826435,7.75,86.11111111111111,29.75,8.814814814814815,3.2900903097083565,1,-0.7917711418209109,-0.5122171231663006
2023,778,Darren Bravo,West Indies,Left-hand bat,Right-arm medium-fast,6,137,107,1,1.0,2,250.3693,30.653892830661277,22.83333333333333,128.0373831775701,2.0,2.0,3.2622284077399764,1,0.5138678417393305,-1.2437117965500224
2023,779,Rayad Emrit,West Indies,Right-hand bat,Right-arm medium-fast,2,1,1,5,8.1,54,115.6890243902439,36.19610626866504,0.5,100.0,10.8,6.666666666666667,2.762728102789608,1,-1.2126221855852601,-0.8231566736341962
2023,780,Sherwin Ganga,West Indies,Left-hand bat,Right-arm offbreak,2,14,25,1,5.0,67,33.16666666666667,25.29085254043885,7.0,56.00000000000001,67.0,13.4,3.9539987764392217,4,-0.841998889426494,0.3159866688614117
2023,781,Sunil Narine,West Indies,Left-hand bat,Right-arm offbreak,56,440,307,56,211.6,1518,2171.060988172043,38.6290763748485,7.857142857142857,143.32247557003257,27.107142857142858,7.173913043478261,2.588723557084846,1,-0.17231196241319133,-0.8645754192132677
2023,783,Ravi Rampaul,West Indies,Left-hand bat,Right-arm fast-medium,5,33,35,9,19.0,139,247.0945,23.63854508636265,6.6,94.28571428571428,15.444444444444445,7.315789473684211,4.230378800161062,1,-0.9064318261191608,-0.7850299966308291
2023,786,Chris Jordan,England,Right-hand bat,Right-arm fast-medium,33,224,175,39,113.9,943,1333.7228539218545,43.97243176479652,6.787878787878788,128.0,24.17948717948718,8.279192273924496,2.2741521445729567,1,-0.5178471834282157,-0.8966424443850732
2023,796,Matthew Wade,Australia,Left-hand bat,Right-arm medium,18,520,365,0,0.0,0,1001.677,40.9967678509008,28.88888888888889,142.46575342465752,inf,0.0,2.439216680780428,2,2.1885721161136864,0.11480768028487334
2023,802,Umar Akmal,Pakistan,Right-hand bat,Right-arm offbreak,5,95,51,0,0.0,0,278.0883,62.38853171110858,19.0,186.2745098039216,inf,0.0,1.602858686642156,2,2.0436096001458055,-0.043561819524518056
2023,813,Jos Buttler,England,Right-hand bat,Right-arm medium,35,1051,730,0,0.0,0,2070.096,56.19338095673568,30.02857142857143,143.97260273972603,inf,0.0,1.7795690221414484,2,2.265468827479883,0.0771920801176637
2023,818,Mitchell Marsh,Australia,Right-hand bat,Right-arm medium-fast,12,314,197,12,20.1,170,866.666164516129,80.86042341794551,26.166666666666668,159.39086294416242,14.166666666666666,8.457711442786069,1.2366989408789912,1,0.6324459005305829,-1.6777841301499423
2023,822,Michael Hogan,Australia,Right-hand bat,Right-arm medium-fast,12,3,3,21,45.5,416,466.56666666666666,27.05339821942625,0.25,100.0,19.80952380952381,9.142857142857142,3.696393302937926,1,-1.2839837653273614,-0.7522195839409477
2023,830,Josh Hazlewood,Australia,Left-hand bat,Right-arm fast-medium,3,1,2,3,9.0,76,64.16666666666667,26.14401000725136,0.3333333333333333,50.0,25.33333333333333,8.444444444444445,3.824967936145365,0,-1.5703607751632938,-0.23034841524832364
2023,838,Glenn Maxwell,Australia,Right-hand bat,Right-arm offbreak,30,764,436,13,45.9,420,1801.2097285714285,60.83370100383692,25.466666666666665,175.22935779816513,32.30769230769231,9.15032679738562,1.6438256813224756,1,0.999754849573295,-1.369456174899854
2023,843,Chadwick Walton,West Indies,Right-hand bat,Right-arm Leg-Break,6,135,123,0,1.0,7,182.7687,51.29116945571625,22.5,109.75609756097562,inf,7.0,1.94965334308351,2,0.9303492294746694,-0.050523184179914915
2023,849,Gavin Tonge,West Indies,Right-hand bat,Right-arm fast-medium,4,37,29,1,3.0,15,89.2747,16.73063507449234,9.25,127.58620689655172,15.0,5.0,5.977059421519557,1,-0.26838648385317176,-0.877145303293385
2023,853,Chris Lynn,Australia,Right-hand bat,Slow left-arm orthodox,33,926,715,0,0.0,0,1510.4429,47.31980241889676,28.060606060606062,129.51048951048952,inf,0.0,2.1132801678830733,2,2.0269191618282667,0.21000549745284836
2023,858,Aditya Tare,India,Right-hand bat,None,10,169,105,0,0.0,0,369.1403,38.94294889798694,16.9,160.95238095238096,inf,0.0,2.5678589534129825,2,1.699019438197897,0.17431692110532213
2023,862,Akshay Karnewar,India,Left-hand bat,Right-arm offbreak,2,13,7,1,8.0,62,51.3,20.293964620053917,6.5,185.7142857142857,62.0,7.75,4.927573388059565,4,0.7052556183172185,-0.27677793193361944
2023,903,Rongsen Jonathan,India,Right-hand bat,Right-arm offbreak,4,63,78,0,2.0,18,77.90610000000001,18.08458415877549,15.75,80.76923076923077,inf,9.0,5.529571436204427,4,0.1189601130463733,0.16681706540410368
2023,914,Krishnappa Gowtham,India,Right-hand bat,Right-arm offbreak,23,138,97,21,77.0,575,807.1465333333333,27.40313654252093,6.0,142.2680412371134,27.38095238095238,7.467532467532467,3.649217301998693,1,-0.30584512381970924,-0.8262189005767211
2023,916,Ganesh Satish,India,Right-hand bat,None,4,94,105,0,0.0,0,110.7112,21.55466554971336,23.5,89.52380952380953,inf,0.0,4.639366812227334,2,1.4132326233297798,0.5883228635700882
2023,921,Amit Verma,India,Left-hand bat,Right-arm Leg-Break,11,96,86,4,16.2,146,200.2819121212121,19.198580522110586,8.727272727272727,111.6279069767442,36.5,9.012345679012348,5.208718419824435,1,-0.4077146671938196,-0.5178779638965393
2023,925,Aniruddha Joshi,India,Right-hand bat,Right-arm offbreak,10,226,158,1,7.0,44,427.5992,37.99015559775688,22.6,143.03797468354432,44.0,6.285714285714286,2.632260869337016,2,1.0116496724926944,-0.6110220736700299
2023,930,Karun Nair,India,Right-hand bat,Right-arm offbreak,17,784,483,1,2.6,29,1559.937706060606,85.64604503531066,46.11764705882353,162.31884057971016,29.0,11.153846153846152,1.1675962382007412,1,1.7790953305534085,-1.8213786037922375
2023,966,Shoaid Manager,India,Right-hand bat,Right-arm medium-fast,5,59,50,0,0.0,0,103.8725,10.2885438797237,11.8,118.0,inf,0.0,9.719548380123692,2,1.0224309728175762,0.6515832504697273
2023,968,KB Pawan,India,Right-hand bat,None,2,30,26,0,0.0,0,63.667,18.62024286898536,15.0,115.38461538461536,inf,0.0,5.370499230521,2,1.1802079386970008,0.5540843367724743
2023,975,Sarfraz Ahmed,Pakistan,Right-hand bat,Right-arm offbreak,9,178,176,0,0.0,0,258.6417,20.749684236573337,19.77777777777778,101.13636363636364,inf,0.0,4.819350446969225,2,1.3139860829582353,0.5692411573913619
